,sqft_living,sqft_lot,sqft_basement,bedrooms,floors,zipcode_category,lat,long,waterfront,view,grade,age_renovated,price
338,1420,8250,0,3,1.0,1,47.7535,-122.354,0,0,7,69.0,265000
339,1740,11547,0,3,1.0,1,47.4945,-122.22,0,0,7,69.0,245000
340,2560,43995,0,4,2.0,3,47.6945,-122.093,0,0,7,61.0,485000
341,3040,8414,620,4,2.0,2,47.5222,-122.157,0,0,9,13.0,684000
342,2500,6840,1200,3,1.0,2,47.7222,-122.32,0,0,8,66.0,425000
343,1275,20000,0,4,1.0,2,47.3796,-122.49,0,0,6,32.0,309600
344,2580,5823,0,4,2.0,2,47.5374,-121.875,0,0,8,21.0,552250
345,1000,7134,0,4,1.0,1,47.4897,-122.24,0,0,6,80.0,165000
346,1000,7134,0,4,1.0,1,47.4897,-122.24,0,0,6,80.0,239900
347,1070,32633,0,2,1.0,2,47.4716,-122.078,0,0,6,93.0,320000
348,1390,13464,0,3,1.0,1,47.3581,-122.173,0,0,7,36.0,206600
349,2500,7690,1250,4,1.0,2,47.7713,-122.307,0,0,7,50.0,387000
350,560,12120,0,1,1.0,2,47.675,-121.854,0,0,4,56.0,299000
351,2270,10460,0,4,2.0,5,47.5603,-122.222,0,0,9,58.0,855000
352,1900,14400,600,3,1.0,2,47.4147,-122.337,0,0,7,69.0,315000
353,990,3120,200,2,1.0,2,47.68,-122.353,0,2,7,116.0,437500
354,1550,19800,500,4,1.0,1,47.3117,-122.27,0,0,7,54.0,252000
355,2200,7475,1100,4,1.0,2,47.543,-122.28,0,0,7,68.0,375000
356,1910,4862,0,4,2.0,1,47.3607,-122.034,0,0,7,18.0,300000
357,1750,9600,0,4,1.5,4,47.5759,-122.137,0,0,7,69.0,420000
358,1330,77972,0,3,1.0,4,47.6891,-122.159,0,0,7,69.0,900000
359,2440,5750,460,3,2.0,3,47.565,-122.381,0,2,9,23.0,679900
360,1640,29970,0,3,2.0,3,47.6359,-121.974,0,0,7,31.0,463000
361,2760,11340,0,5,2.0,2,47.4769,-122.141,0,0,9,45.0,380000
362,1820,7912,0,4,2.0,1,47.3845,-122.029,0,0,7,29.0,329500
363,2110,5608,770,3,1.0,4,47.6743,-122.184,0,0,8,10.0,604950
364,3040,9570,1400,5,1.0,4,47.5651,-122.164,0,2,8,57.0,795000
365,1840,40438,0,3,2.0,2,47.4853,-121.709,0,0,7,29.0,465000
366,2990,10400,0,4,2.0,2,47.4508,-122.359,0,0,9,21.0,673000
367,3520,15420,0,4,2.0,3,47.6375,-122.016,0,0,10,32.0,810000
368,2440,69415,530,4,1.0,3,47.5944,-122.042,0,0,8,34.0,785000
369,2090,7500,720,4,1.0,2,47.4888,-122.182,0,0,7,37.0,338000
370,1430,7222,0,3,2.0,2,47.5112,-122.19,0,0,7,30.0,280000
371,2180,10754,1080,4,1.0,1,47.7711,-122.341,0,0,7,69.0,315000
372,2180,10754,1080,4,1.0,1,47.7711,-122.341,0,0,7,69.0,530000
373,3450,9914,0,5,2.0,1,47.2813,-122.345,0,0,9,19.0,380000
374,1450,7562,0,3,2.0,2,47.5038,-122.189,0,0,7,29.0,297000
375,3230,7331,0,4,2.0,3,47.5823,-121.97,0,0,10,19.0,730000
376,1640,13500,530,3,1.0,2,47.7164,-122.304,0,0,7,83.0,450000
377,1590,7750,530,3,1.0,1,47.3624,-122.045,0,0,7,26.0,275000
378,2020,2849,0,4,2.0,3,47.6831,-122.329,0,0,7,63.0,595000
379,1300,3348,0,3,1.5,2,47.592,-122.307,0,0,7,9.0,435000
380,1380,209959,0,2,1.0,2,47.7461,-122.195,0,0,6,69.0,270000
381,4040,14338,1010,3,2.0,3,47.7268,-122.06,0,0,10,37.0,950000
382,2130,5337,0,4,2.0,2,47.7237,-121.959,0,0,7,22.0,389000
383,2550,7800,970,4,1.0,3,47.6283,-122.095,0,0,8,55.0,560000
384,4800,14984,1320,5,2.0,4,47.5543,-122.148,0,2,11,25.0,1350000
385,2510,11585,0,4,2.0,5,47.5483,-122.226,0,0,8,54.0,799000
386,1410,9600,0,3,1.0,2,47.7591,-122.146,0,0,7,40.0,365500
387,1650,7352,490,3,1.0,1,47.4612,-122.169,0,0,7,44.0,252350
388,2120,13780,0,4,2.0,1,47.4987,-122.365,0,0,8,30.0,403950
389,2040,10726,660,4,1.0,3,47.772,-122.358,0,0,7,69.0,385000
390,1550,7620,0,4,1.5,1,47.5287,-122.35,0,0,7,66.0,345000
391,1980,3128,0,3,2.0,3,47.6109,-122.114,0,0,9,44.0,490000
392,1600,26977,0,3,2.0,2,47.7736,-121.901,0,0,8,18.0,330000
393,3300,12090,0,4,2.0,5,47.6294,-122.218,0,0,8,70.0,927000
394,3840,16619,0,4,2.0,5,47.5634,-122.213,0,1,10,40.0,1120000
395,1220,10000,0,2,1.0,2,47.7405,-122.241,0,0,7,73.0,330000
396,2720,8800,1220,5,1.0,3,47.5976,-122.118,0,0,7,65.0,530000
397,1940,25600,0,4,1.0,4,47.5722,-122.129,0,0,8,61.0,365000
398,2160,3000,900,3,1.5,2,47.5644,-122.289,0,0,7,12.0,378750
399,1530,8750,0,4,1.5,1,47.4556,-122.157,0,0,7,55.0,269900
400,1710,2096,420,3,2.0,3,47.6055,-122.305,0,0,8,15.0,557000
401,3730,16980,1580,4,1.0,1,47.1775,-122.022,0,0,7,49.0,360000
402,940,5000,0,2,1.0,2,47.6879,-122.385,0,0,7,86.0,352000
403,1750,22357,0,3,2.0,2,47.4807,-121.779,0,0,8,29.0,437000
404,1820,6753,0,4,2.0,1,47.3845,-122.032,0,0,7,29.0,322500
405,1510,2000,180,3,2.0,3,47.5815,-122.402,0,0,9,22.0,650000
406,1290,1213,0,3,3.0,2,47.6609,-122.344,0,0,8,22.0,450000
407,1570,5250,0,3,1.0,1,47.3163,-122.188,0,0,7,25.0,278500
408,1930,6957,0,4,2.0,1,47.4309,-122.191,0,0,8,28.0,364950
409,2840,40139,0,4,1.0,1,47.401,-122.026,0,4,10,37.0,840000
410,1550,8134,0,3,2.0,1,47.404,-122.191,0,0,7,32.0,268000
411,833,143947,0,2,1.0,2,47.3889,-122.482,0,0,5,17.0,517534
412,2990,32239,0,3,2.0,3,47.7718,-122.095,0,0,8,45.0,632925
413,2000,7251,0,3,2.0,2,47.7067,-122.2,0,0,9,28.0,577500
414,2390,7480,0,4,1.5,1,47.504,-122.227,0,2,7,103.0,339000
415,2910,37461,1380,3,1.0,3,47.7015,-122.164,0,0,7,56.0,570000
416,2085,174240,475,4,1.0,2,47.5753,-121.95,0,0,7,59.0,563500
417,2200,9351,910,4,1.0,1,47.7448,-122.333,0,0,7,61.0,423000
418,1860,5028,0,3,2.0,2,47.7318,-121.982,0,0,8,11.0,355000
420,950,3960,0,2,1.0,2,47.6885,-122.337,0,0,7,82.0,482000
421,1600,9135,0,3,1.0,4,47.5724,-122.179,0,0,7,68.0,625000
422,2250,11632,0,3,2.0,2,47.5272,-122.169,0,0,8,35.0,538000
423,2280,10255,0,3,2.0,1,47.4334,-122.161,0,0,8,38.0,380000
424,940,5120,0,2,1.0,3,47.6073,-122.308,0,0,7,114.0,375000
425,1530,8500,500,3,1.0,1,47.3592,-122.046,0,0,7,27.0,245000
426,2190,27260,0,5,1.0,2,47.4546,-122.337,0,0,7,49.0,310000
427,2350,15021,580,3,1.0,5,47.6408,-122.219,0,0,8,47.0,1300000
428,1440,7680,240,4,1.0,2,47.7245,-122.2,0,0,7,52.0,397000
429,2200,4052,0,3,2.0,1,47.4362,-122.178,0,0,8,18.0,365000
430,2290,8250,0,4,2.0,1,47.3739,-122.156,0,0,9,33.0,328500
431,4040,19700,0,4,2.0,3,47.7205,-122.127,0,0,11,36.0,988000
432,2610,3277,690,4,1.5,2,47.6636,-122.33,0,0,8,101.0,1000000
433,1490,2138,0,3,2.0,1,47.4324,-122.197,0,0,7,18.0,237000
434,2450,5280,0,4,2.0,2,47.7734,-122.224,0,0,8,20.0,525000
435,1710,9627,270,4,1.0,4,47.559,-122.164,0,0,9,9.0,749000
436,4870,11800,1400,5,2.0,3,47.633,-122.041,0,0,10,40.0,722500
437,3130,8750,0,3,2.0,3,47.6954,-122.103,0,0,10,32.0,843000
438,1270,1372,0,2,3.0,3,47.6776,-122.318,0,0,8,23.0,438000
439,2120,10875,580,3,1.0,1,47.504,-122.382,0,2,8,46.0,578000
440,1670,8230,0,3,1.0,1,47.2613,-122.255,0,0,7,69.0,227950
441,2070,11576,0,3,2.0,1,47.3417,-122.271,0,0,7,49.0,196000
442,1420,5332,350,2,1.0,4,47.6694,-122.275,0,0,8,70.0,641000
443,1250,219978,0,3,1.0,1,47.4056,-121.955,0,0,6,43.0,350000
444,940,7980,0,3,1.0,1,47.3838,-122.289,0,0,7,63.0,205000
445,1920,9102,0,3,1.0,2,47.7487,-122.082,0,0,7,55.0,400000
446,3545,9816,935,3,1.0,3,47.5534,-122.078,0,0,10,18.0,1030000
447,1260,5460,0,3,1.0,2,47.7355,-122.18,0,0,7,51.0,505000
448,2340,7200,1040,5,1.0,2,47.7206,-122.211,0,0,7,48.0,475000
449,2590,9263,1150,3,1.0,2,47.7691,-122.262,0,0,8,46.0,520000
450,3970,24920,710,3,2.0,2,47.7183,-122.258,0,2,10,24.0,1450000
451,1220,9732,0,3,1.0,2,47.7736,-122.214,0,0,7,58.0,333500
452,1400,10403,0,3,1.0,1,47.362,-122.029,0,0,6,47.0,232000
453,2360,16117,650,3,1.0,4,47.5698,-122.121,0,0,8,40.0,691100
454,1870,9897,0,3,1.0,5,47.5505,-122.221,0,0,8,63.0,811000
455,2830,5802,0,3,2.0,2,47.7605,-122.234,0,0,9,22.0,551000
456,2260,3640,0,3,2.0,2,47.7356,-122.157,0,0,8,29.0,496500
457,1970,20978,200,3,2.0,2,47.3844,-122.438,1,3,9,43.0,705000
458,3140,9225,1370,4,1.0,1,47.4904,-122.226,0,2,9,57.0,578000
459,1240,8659,0,3,1.0,1,47.3663,-122.089,0,0,7,37.0,255000
460,3450,7832,0,4,2.0,4,47.5637,-122.123,0,0,10,16.0,1050000
461,2570,8491,0,3,2.0,1,47.3759,-122.125,0,0,8,34.0,348000
462,1510,3413,0,3,2.0,1,47.3912,-122.167,0,0,7,38.0,230000
463,2390,11250,0,4,2.0,1,47.3305,-122.371,0,0,9,35.0,359500
464,980,7000,0,3,1.0,1,47.7617,-122.357,0,0,6,70.0,330000
465,430,5050,0,1,1.0,2,47.6499,-121.909,0,0,4,111.0,80000
466,1480,6360,0,3,1.0,1,47.7311,-122.353,0,0,7,69.0,465000
467,1850,7324,0,4,2.0,1,47.3701,-122.107,0,0,8,26.0,325000
468,2270,28025,350,3,1.0,1,47.4857,-122.318,0,0,7,76.0,340500
469,1810,5192,0,3,2.0,1,47.3724,-122.042,0,0,8,30.0,342500
470,1610,17600,0,2,2.0,1,47.4855,-122.266,0,0,6,40.0,290900
471,3840,6161,0,3,2.0,3,47.6336,-122.064,0,0,10,23.0,868700
472,4110,8400,980,4,2.0,2,47.717,-122.281,0,1,9,10.0,1200000
473,4190,10259,1040,4,2.0,3,47.6332,-122.066,0,0,11,23.0,1150000
474,3390,6298,0,4,2.0,3,47.5906,-122.062,0,0,9,12.0,859900
475,1890,3006,0,4,2.0,3,47.5461,-121.998,0,0,7,20.0,520000
476,1610,2527,530,3,2.0,2,47.5674,-122.29,0,2,9,18.0,460000
477,1050,4590,200,3,1.0,3,47.6943,-122.29,0,0,7,74.0,438924
478,630,6550,0,2,1.0,2,47.5486,-122.38,0,0,5,105.0,315000
479,2910,10650,1130,4,1.0,4,47.6658,-122.188,0,2,8,48.0,590000
480,1700,8640,850,4,1.0,4,47.5772,-122.153,0,0,7,68.0,378500
481,1950,8130,0,3,2.0,1,47.3875,-122.161,0,0,9,33.0,328500
482,2990,9773,0,3,2.0,4,47.6344,-122.174,0,0,8,50.0,849950
483,1350,6000,450,3,1.0,2,47.5275,-122.391,0,2,7,73.0,525000
484,4860,181319,0,4,2.5,3,47.6179,-122.005,0,0,9,30.0,1390000
485,2160,7725,700,4,1.0,1,47.3078,-122.378,0,0,8,45.0,295000
486,4860,11793,1000,6,2.0,4,47.5521,-122.137,0,0,11,25.0,1070000
487,890,5000,0,2,1.0,2,47.5158,-122.264,0,0,6,106.0,207950
488,2810,7302,0,4,2.0,3,47.5985,-121.977,0,0,9,21.0,699900
489,3400,9500,0,5,2.0,3,47.5645,-122.082,0,1,8,46.0,1280000
490,1580,7350,620,4,1.0,3,47.6734,-122.154,0,0,7,60.0,452000
491,1680,5036,0,3,1.0,1,47.4734,-122.186,0,1,7,36.0,370000
492,1300,11230,0,3,1.0,1,47.3811,-122.087,0,0,7,55.0,232000
493,2820,14062,440,5,2.0,2,47.7081,-122.215,0,0,7,63.0,669950
494,1510,6710,440,3,1.0,2,47.7193,-122.216,0,0,7,51.0,397500
495,1230,1391,360,2,2.0,5,47.6192,-122.301,0,0,8,19.0,490000
496,2110,4140,400,4,2.0,3,47.5836,-122.387,0,0,9,20.0,725000
497,3080,19635,1470,3,1.0,1,47.3841,-122.284,0,2,7,65.0,299000
498,1490,5750,300,2,1.5,3,47.5872,-122.39,0,0,7,123.0,625000
499,2120,4500,0,3,2.0,2,47.5322,-121.88,0,0,7,23.0,437500
500,3180,5438,0,4,2.0,2,47.5416,-121.864,0,0,9,20.0,650000
501,1490,3825,630,2,1.0,2,47.6799,-122.381,0,0,7,94.0,475000
502,1930,11947,0,3,1.0,1,47.3672,-122.151,0,0,8,57.0,342000
503,2770,7800,0,4,2.0,4,47.684,-122.205,0,0,10,24.0,1200000
504,1670,11610,0,3,1.0,1,47.4404,-122.191,0,0,7,60.0,280000
505,1330,7200,0,2,1.0,1,47.4467,-122.281,0,0,7,30.0,240000
506,1210,3328,0,3,1.5,2,47.6729,-122.363,0,0,7,99.0,529000
507,1190,5100,160,3,1.0,2,47.5346,-122.385,0,0,7,82.0,442000
508,1540,6872,720,2,1.0,4,47.6454,-122.373,0,0,7,77.0,615000
509,4030,10800,0,4,2.0,4,47.6821,-122.196,0,0,10,17.0,1490000
510,2430,7559,850,4,1.0,3,47.7206,-122.11,0,0,8,42.0,585000
511,2600,7787,0,4,2.0,2,47.4877,-122.139,0,0,8,18.0,480000
512,4410,57063,0,5,2.0,3,47.6554,-122.018,0,0,9,33.0,1100000
513,1330,8184,0,4,1.5,1,47.7343,-122.347,0,0,7,74.0,290000
514,1900,5000,950,3,1.0,3,47.5789,-122.393,0,0,7,72.0,615000
515,1100,7680,0,2,1.0,1,47.7439,-122.339,0,0,7,73.0,300000
516,1980,39150,400,3,1.5,1,47.3818,-122.225,0,0,6,91.0,308000
517,2400,7745,0,3,2.0,4,47.6734,-122.173,0,0,9,22.0,750000
518,4760,8036,1370,4,2.5,5,47.6415,-122.285,0,0,9,107.0,2250000
519,3180,194278,0,4,2.0,2,47.4711,-122.084,0,0,10,18.0,890000
520,1190,7560,0,3,1.0,1,47.452,-122.177,0,0,6,65.0,288000
521,630,6000,0,2,1.0,1,47.4973,-122.221,0,0,6,18.0,190000
522,2530,5105,1010,5,1.0,1,47.7546,-122.341,0,0,8,18.0,515000
523,1690,11054,0,4,1.0,1,47.4667,-122.215,0,0,5,93.0,235000
524,940,5000,0,2,1.0,2,47.5186,-122.374,0,0,6,72.0,275000
525,1240,9119,0,2,1.0,5,47.6221,-122.193,0,0,7,71.0,727500
526,3040,6587,0,4,2.0,3,47.683,-122.039,0,0,7,20.0,650000
528,1590,7085,0,4,1.5,2,47.7315,-122.305,0,0,6,79.0,365000
529,2500,36947,0,3,1.0,3,47.6917,-122.084,0,0,9,39.0,662000
530,1780,7848,460,3,1.0,1,47.3608,-122.056,0,0,7,45.0,270500
531,1360,1898,0,2,2.0,1,47.2852,-122.19,0,0,7,45.0,200000
532,4740,76230,0,4,2.0,3,47.5931,-122.071,0,0,10,36.0,970000
533,1010,9600,0,3,1.0,1,47.4097,-122.316,0,0,7,61.0,160000
534,1040,7405,0,3,1.0,2,47.3105,-122.021,0,0,6,52.0,204000
535,1610,6655,0,3,2.0,1,47.4296,-122.161,0,0,7,38.0,358000
536,1570,8268,0,4,1.0,2,47.7373,-122.197,0,0,7,44.0,452000
537,1510,4000,500,2,1.0,2,47.6582,-122.345,0,0,7,123.0,595000
538,1360,6082,0,3,1.0,1,47.3577,-122.16,0,0,7,29.0,249000
539,1970,5106,0,4,2.0,1,47.449,-122.205,0,0,8,24.0,346900
540,5403,24069,0,3,2.0,2,47.4169,-122.348,1,4,12,47.0,2130000
541,1560,4350,0,4,2.0,2,47.5025,-122.186,0,0,7,20.0,280000
542,2320,12000,50,4,1.0,1,47.3644,-122.28,0,0,8,50.0,318888
543,2120,40518,0,3,1.0,3,47.5896,-122.009,0,0,8,56.0,530000
544,2120,18500,0,3,2.0,1,47.3914,-122.169,0,0,8,40.0,375000
545,3350,29242,0,4,2.0,3,47.7197,-122.131,0,0,11,35.0,910000
546,2380,9614,0,4,2.0,4,47.5623,-122.116,0,0,10,32.0,782000
547,1070,649,350,2,2.0,1,47.5213,-122.357,0,0,9,15.0,259950
548,2300,18360,740,4,1.0,1,47.4518,-122.16,0,0,7,44.0,315000
549,1320,8865,0,2,1.0,1,47.4949,-122.3,0,0,6,80.0,215000
550,2180,10221,1040,3,1.0,5,47.5885,-122.248,0,2,7,77.0,705000
551,4380,6320,800,3,2.0,3,47.6452,-122.411,0,3,10,71.0,1450000
552,1790,9813,0,3,2.0,2,47.749,-122.305,0,0,7,74.0,451000
553,750,8125,0,2,1.0,1,47.4727,-122.198,0,0,6,80.0,261000
554,1300,8280,0,3,1.0,2,47.7403,-122.256,0,0,7,67.0,396000
555,2990,29170,0,4,2.0,2,47.5146,-122.117,0,3,9,24.0,725000
556,4640,15235,1780,7,2.0,5,47.5666,-122.231,0,1,11,20.0,1950000
557,1400,7242,0,4,1.5,1,47.4339,-122.291,0,0,7,64.0,238000
558,2750,9563,0,6,2.0,3,47.6368,-122.097,0,0,8,50.0,750000
559,2050,10271,0,4,2.0,1,47.3628,-122.075,0,0,7,25.0,331500
560,2230,108900,820,4,1.0,2,47.52,-121.845,0,0,7,45.0,460000
561,2340,217014,0,4,1.0,1,47.2953,-122.083,0,0,8,41.0,404950
562,2870,5163,0,3,2.0,2,47.6935,-122.352,0,0,9,9.0,880000
563,4120,22370,0,4,2.0,3,47.6239,-122.023,0,0,10,26.0,863000
564,2080,9162,710,3,1.0,4,47.5846,-122.168,0,0,7,63.0,638700
565,1840,5680,0,3,2.0,3,47.6969,-122.026,0,0,7,15.0,435000
566,1180,5350,0,3,1.5,1,47.505,-122.259,0,0,6,64.0,260000
567,2160,4000,630,5,1.5,4,47.667,-122.289,0,0,7,96.0,671500
568,1180,3400,0,3,1.5,4,47.6376,-122.353,0,0,8,116.0,610000
569,1160,15029,290,2,1.0,2,47.6929,-121.87,0,0,6,86.0,405000
570,1830,5612,0,4,2.0,1,47.3572,-122.015,0,0,7,20.0,338900
571,3200,7708,0,4,2.0,3,47.5816,-121.97,0,0,10,19.0,720000
572,2560,5445,800,5,1.5,1,47.5502,-122.311,0,0,7,96.0,442000
573,2550,5040,0,5,1.5,3,47.6136,-122.299,0,0,8,121.0,650000
574,1330,9917,290,3,1.0,1,47.4478,-122.161,0,0,7,42.0,263500
575,1220,75794,0,2,1.0,1,47.4219,-122.007,0,0,7,60.0,300000
576,1805,3402,0,3,2.0,1,47.3521,-122.212,0,0,7,14.0,266000
578,2320,5493,0,4,2.0,2,47.7727,-122.229,0,0,8,19.0,530000
579,1384,8960,0,3,1.0,1,47.3062,-122.371,0,0,6,58.0,180000
580,2720,6439,0,3,2.0,2,47.5422,-121.86,0,0,9,18.0,619000
581,1820,10608,0,3,1.0,1,47.3366,-122.306,0,0,7,61.0,264000
582,2130,4920,600,2,1.5,3,47.573,-122.409,0,4,7,82.0,730000
583,2060,10070,0,4,2.0,2,47.7258,-122.177,0,0,7,48.0,439000
584,1420,7500,340,4,1.0,1,47.4025,-122.176,0,0,7,42.0,268500
585,1510,15744,0,3,1.0,2,47.476,-121.755,0,0,7,38.0,330000
586,2160,4000,200,3,1.5,3,47.6045,-122.307,0,0,8,10.0,640000
587,3180,12600,0,3,2.0,3,47.6366,-122.058,0,0,11,45.0,900000
588,2110,13300,0,3,2.0,1,47.3725,-122.06,0,0,8,38.0,370000
589,2060,2900,730,3,1.5,2,47.5897,-122.292,0,0,8,92.0,685000
590,1830,217800,820,3,1.0,3,47.6277,-121.972,0,0,7,42.0,505000
591,1820,32666,0,3,1.0,1,47.1803,-121.974,0,0,7,57.0,265000
592,1610,2937,0,3,2.0,1,47.4489,-122.188,0,0,8,17.0,290000
593,1780,3600,0,4,2.0,1,47.3665,-122.017,0,0,7,17.0,296000
594,1840,9611,0,4,2.0,1,47.4964,-122.251,0,0,7,27.0,360000
595,1460,10584,470,3,1.0,1,47.492,-122.317,0,0,7,26.0,240500
596,1400,2958,0,2,2.0,2,47.5496,-122.373,0,0,8,16.0,372500
597,3370,14402,0,3,2.0,2,47.5008,-121.776,0,2,9,19.0,595000
598,3590,8249,0,4,2.0,1,47.2846,-122.341,0,0,9,26.0,515000
599,3200,15367,0,4,2.0,5,47.5494,-122.216,0,0,9,61.0,1220000
600,1670,6460,0,2,1.0,3,47.7123,-122.027,0,0,8,19.0,507000
601,2420,31465,0,4,1.0,1,47.3131,-122.115,0,0,9,39.0,399950
602,1430,10816,0,3,2.0,2,47.3122,-121.996,0,0,7,29.0,185000
603,1440,7070,0,3,1.0,3,47.6947,-122.125,0,0,7,43.0,460000
604,1450,4789,0,3,2.0,3,47.5665,-122.018,0,0,7,38.0,435500
605,3550,13938,1450,4,1.0,1,47.425,-122.283,0,0,8,57.0,469000
606,1270,1175,160,2,2.0,2,47.6634,-122.34,0,0,8,23.0,531000
607,940,6804,0,2,1.0,3,47.7047,-122.373,0,0,7,74.0,443500
608,1670,6824,370,3,1.0,1,47.3666,-122.084,0,0,7,33.0,223000
609,3100,15842,700,4,2.0,2,47.7466,-122.242,0,0,8,27.0,590000
610,1100,1760,0,2,3.0,2,47.6972,-122.35,0,0,7,26.0,340000
611,1870,3388,640,3,1.0,3,47.6372,-122.395,0,0,8,98.0,650000
612,1930,5080,0,3,2.0,3,47.5694,-122.001,0,0,8,33.0,533600
613,2540,4694,0,3,2.0,3,47.6214,-122.024,0,0,9,18.0,695000
614,1280,7524,0,3,1.5,1,47.3961,-122.188,0,0,7,35.0,242000
615,1820,8814,540,3,1.0,2,47.7162,-122.309,0,0,7,56.0,425000
616,1490,9414,0,3,2.0,3,47.6844,-122.113,0,0,7,42.0,525000
617,1880,5502,0,3,2.0,3,47.5737,-122.018,0,0,8,35.0,485000
618,1250,9775,0,3,1.0,2,47.4474,-121.771,0,0,7,52.0,175000
619,1440,7210,0,3,1.0,1,47.3128,-122.184,0,0,8,40.0,210000
620,1920,7415,0,3,2.0,1,47.4022,-122.171,0,0,7,34.0,260000
621,2060,5750,730,3,1.0,3,47.5671,-122.391,0,0,7,47.0,577000
622,1210,10588,0,3,1.0,1,47.2876,-122.212,0,0,7,65.0,200000
623,1760,5000,820,2,1.0,2,47.682,-122.372,0,0,7,96.0,605000
624,990,6750,0,3,1.0,1,47.7125,-122.331,0,0,6,76.0,325000
625,960,6400,140,3,1.0,1,47.496,-122.239,0,0,6,79.0,289500
626,1660,1458,0,3,3.0,2,47.5876,-122.309,0,0,9,9.0,559950
627,1900,9375,570,3,1.0,3,47.6821,-122.273,0,1,8,82.0,1040000
628,1270,2790,280,3,1.0,3,47.6581,-122.396,0,0,7,53.0,543500
629,3250,34293,0,4,2.0,1,47.3496,-122.094,0,0,9,40.0,480000
630,960,9633,0,3,1.0,1,47.1951,-122.001,0,0,6,41.0,218000
631,1330,6000,370,2,1.0,3,47.6539,-122.396,0,0,7,78.0,565000
632,2080,7700,480,3,1.0,2,47.5375,-122.178,0,0,7,55.0,426700
633,2690,11575,560,3,1.0,2,47.7605,-122.267,0,3,8,66.0,650000
634,890,3060,120,2,1.0,4,47.6663,-122.326,0,0,7,113.0,542000
635,1070,8000,0,3,1.0,3,47.6978,-122.13,0,0,7,46.0,415000
636,1200,8316,0,3,1.0,1,47.3221,-122.215,0,0,6,70.0,214000
637,1360,8910,0,3,2.0,1,47.4488,-122.275,0,0,7,74.0,245000
638,2050,13303,0,3,1.0,1,47.2681,-122.31,0,0,8,30.0,314500
639,3000,5750,1000,3,2.0,3,47.5821,-122.39,0,0,9,99.0,1120000
640,1300,3850,500,2,1.0,2,47.5395,-122.39,0,0,7,60.0,378000
641,2250,9091,910,4,1.0,1,47.336,-122.269,0,0,7,41.0,305000
642,3740,6750,1760,5,1.0,2,47.7679,-122.261,0,0,8,45.0,595000
643,1660,1091,130,3,3.0,3,47.5818,-122.402,0,1,9,8.0,729500
644,2360,6699,0,3,2.0,2,47.5317,-121.853,0,0,7,20.0,430000
645,1760,6500,610,3,1.0,1,47.3647,-122.05,0,0,7,36.0,240000
646,1680,6200,0,3,1.5,2,47.5338,-122.384,0,0,7,107.0,545000
647,1320,2500,450,3,1.0,4,47.6681,-122.305,0,0,7,105.0,530000
648,870,26326,0,1,1.0,1,47.4152,-122.3,0,0,6,84.0,157000
649,1260,7645,0,4,1.5,1,47.5044,-122.35,0,0,6,98.0,425000
650,1000,6020,0,3,1.0,2,47.4793,-122.346,0,0,6,79.0,220000
651,2020,36400,470,4,1.0,3,47.7627,-122.076,0,0,8,47.0,521000
652,1920,6862,800,3,1.0,2,47.5193,-122.274,0,2,7,71.0,325000
653,2150,5400,770,3,1.5,2,47.555,-122.379,0,0,7,112.0,597500
654,1470,3976,0,3,2.0,2,47.526,-121.826,0,0,7,24.0,337000
655,3180,10492,0,3,2.0,3,47.655,-122.124,0,2,10,32.0,1000000
656,3930,55867,1600,3,1.0,2,47.7022,-122.224,1,4,8,66.0,3070000
657,990,6000,0,3,1.0,4,47.6718,-122.267,0,0,6,80.0,495000
658,2770,3330,800,4,2.0,3,47.6327,-122.109,0,0,8,22.0,748000
659,1250,8710,0,3,1.0,5,47.6245,-122.198,0,0,7,70.0,888000
660,1140,22267,0,3,1.0,2,47.4761,-121.758,0,0,7,37.0,269900
661,2250,14440,700,4,1.0,3,47.5221,-122.045,0,0,7,56.0,496500
662,1640,5097,0,3,2.0,2,47.7522,-122.278,0,0,7,54.0,475000
663,1255,1374,0,3,3.0,2,47.7145,-122.311,0,0,7,19.0,312000
664,1290,12231,0,3,1.0,2,47.7404,-122.11,0,0,7,47.0,323000
665,1300,9079,0,3,1.0,2,47.4834,-122.159,0,0,7,37.0,331000
666,1220,1086,0,3,3.0,1,47.7049,-122.353,0,0,8,16.0,306000
667,2630,4000,0,4,3.0,2,47.6915,-122.381,0,0,8,21.0,655000
668,1950,15954,0,3,1.0,1,47.336,-122.319,0,0,8,64.0,290000
669,3160,5000,800,4,2.0,4,47.6597,-122.274,0,0,9,58.0,1250000
670,1550,4708,690,3,1.0,3,47.6759,-122.286,0,0,7,74.0,460000
671,1700,6380,850,4,1.0,3,47.6988,-122.319,0,0,7,83.0,435000
672,2510,11880,880,4,1.0,4,47.5427,-122.181,0,0,8,45.0,664000
673,1800,4180,0,4,2.0,4,47.6462,-122.318,0,3,8,102.0,865000
674,1800,18000,600,3,1.0,1,47.4406,-122.146,0,0,8,55.0,385000
675,1870,9315,520,3,1.0,2,47.705,-122.202,0,0,7,48.0,497000
676,1010,3000,0,2,1.0,2,47.4965,-121.785,0,0,7,98.0,280000
677,1120,17487,0,2,1.0,1,47.5024,-122.271,0,0,6,99.0,188000
678,2090,4755,890,3,1.0,2,47.5304,-122.387,0,2,8,54.0,478500
679,4370,18361,0,4,2.0,2,47.544,-121.872,0,0,11,22.0,1150000
680,1440,7187,470,3,1.0,1,47.291,-122.368,0,0,7,42.0,222000
